pollster_id,pollster,numeric_grade,methodology,state,start_date,end_date,sample_size,pct,party,answer
458,Suffolk,2.9,Live Phone,Massachusetts,2024-10-01,10/5/24,500,32.2,REP,Trump
568,YouGov,3,Online Panel,,2024-10-02,10/4/24,1150,46,DEM,Harris
568,YouGov,3,Online Panel,,2024-10-02,10/4/24,1150,45,REP,Trump
568,YouGov,3,Online Panel,,2024-10-02,10/4/24,1032,47,DEM,Harris
568,YouGov,3,Online Panel,,2024-10-02,10/4/24,1032,47,REP,Trump
568,YouGov,3,Online Panel,,2024-10-02,10/4/24,1151,48,DEM,Harris
568,YouGov,3,Online Panel,,2024-10-02,10/4/24,1151,46,REP,Trump
568,YouGov,3,Online Panel,,2024-10-02,10/4/24,1033,48,DEM,Harris
568,YouGov,3,Online Panel,,2024-10-02,10/4/24,1033,47,REP,Trump
1424,Siena/NYT,3,Live Phone,Texas,2024-09-29,10/4/24,617,44,DEM,Harris
1424,Siena/NYT,3,Live Phone,Texas,2024-09-29,10/4/24,617,50,REP,Trump
1424,Siena/NYT,3,Live Phone,Texas,2024-09-29,10/4/24,617,42,DEM,Harris
1424,Siena/NYT,3,Live Phone,Texas,2024-09-29,10/4/24,617,49,REP,Trump
1424,Siena/NYT,3,Live Phone,Texas,2024-09-29,10/4/24,617,44,DEM,Harris
1424,Siena/NYT,3,Live Phone,Texas,2024-09-29,10/4/24,617,50,REP,Trump
1424,Siena/NYT,3,Live Phone,Texas,2024-09-29,10/4/24,617,41,DEM,Harris
1424,Siena/NYT,3,Live Phone,Texas,2024-09-29,10/4/24,617,48,REP,Trump
94,Christopher Newport U.,2.8,Live Phone,Virginia,2024-09-28,10/4/24,800,52,DEM,Harris
94,Christopher Newport U.,2.8,Live Phone,Virginia,2024-09-28,10/4/24,800,41,REP,Trump
1901,YouGov/Center for Working Class Politics,3,Online Panel,Pennsylvania,2024-09-24,10/2/24,1000,46.8,DEM,Harris
1901,YouGov/Center for Working Class Politics,3,Online Panel,Pennsylvania,2024-09-24,10/2/24,1000,44.7,REP,Trump
568,YouGov,3,Online Panel,,2024-09-29,10/1/24,1463,48,DEM,Harris
568,YouGov,3,Online Panel,,2024-09-29,10/1/24,1463,45,REP,Trump
568,YouGov,3,Online Panel,,2024-09-29,10/1/24,1261,49,DEM,Harris
568,YouGov,3,Online Panel,,2024-09-29,10/1/24,1261,46,REP,Trump
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,,2024-09-29,10/1/24,1000,50.2,DEM,Harris
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,,2024-09-29,10/1/24,1000,48.6,REP,Trump
1205,Marist,2.9,Live Phone/Online Panel/Text-to-Web,,2024-09-27,10/1/24,1294,50,DEM,Harris
1205,Marist,2.9,Live Phone/Online Panel/Text-to-Web,,2024-09-27,10/1/24,1294,48,REP,Trump
1205,Marist,2.9,Live Phone/Online Panel/Text-to-Web,,2024-09-27,10/1/24,1514,50,DEM,Harris
1205,Marist,2.9,Live Phone/Online Panel/Text-to-Web,,2024-09-27,10/1/24,1514,47,REP,Trump
486,The Washington Post,3,Live Phone/Text-to-Web,North Carolina,2024-09-25,9/29/24,1001,48,DEM,Harris
486,The Washington Post,3,Live Phone/Text-to-Web,North Carolina,2024-09-25,9/29/24,1001,50,REP,Trump
486,The Washington Post,3,Live Phone/Text-to-Web,North Carolina,2024-09-25,9/29/24,1001,47,DEM,Harris
486,The Washington Post,3,Live Phone/Text-to-Web,North Carolina,2024-09-25,9/29/24,1001,50,REP,Trump
396,Quinnipiac,2.8,Live Phone,North Carolina,2024-09-25,9/29/24,953,47,DEM,Harris
396,Quinnipiac,2.8,Live Phone,North Carolina,2024-09-25,9/29/24,953,49,REP,Trump
396,Quinnipiac,2.8,Live Phone,North Carolina,2024-09-25,9/29/24,953,48,DEM,Harris
396,Quinnipiac,2.8,Live Phone,North Carolina,2024-09-25,9/29/24,953,49,REP,Trump
396,Quinnipiac,2.8,Live Phone,Georgia,2024-09-25,9/29/24,942,44,DEM,Harris
396,Quinnipiac,2.8,Live Phone,Georgia,2024-09-25,9/29/24,942,50,REP,Trump
396,Quinnipiac,2.8,Live Phone,Georgia,2024-09-25,9/29/24,942,45,DEM,Harris
396,Quinnipiac,2.8,Live Phone,Georgia,2024-09-25,9/29/24,942,50,REP,Trump
1102,Emerson,2.9,Online Panel/Text-to-Web,Arizona,2024-09-27,9/28/24,920,47.6,DEM,Harris
1102,Emerson,2.9,Online Panel/Text-to-Web,Arizona,2024-09-27,9/28/24,920,51.7,REP,Trump
1102,Emerson,2.9,Online Panel/Text-to-Web,North Carolina,2024-09-27,9/28/24,850,49.1,DEM,Harris
1102,Emerson,2.9,Online Panel/Text-to-Web,North Carolina,2024-09-27,9/28/24,850,49.9,REP,Trump
1102,Emerson,2.9,Online Panel/Text-to-Web,Pennsylvania,2024-09-27,9/28/24,1000,49.3,DEM,Harris
1102,Emerson,2.9,Online Panel/Text-to-Web,Pennsylvania,2024-09-27,9/28/24,1000,48.8,REP,Trump
1700,McCourtney Institute/YouGov,3,Online Panel,,2024-09-23,9/27/24,848,48,DEM,Harris
1700,McCourtney Institute/YouGov,3,Online Panel,,2024-09-23,9/27/24,848,45,REP,Trump
1424,Siena/NYT,3,Live Phone,Nebraska CD-2,2024-09-24,9/26/24,680,51,DEM,Harris
1424,Siena/NYT,3,Live Phone,Nebraska CD-2,2024-09-24,9/26/24,680,42,REP,Trump
1424,Siena/NYT,3,Live Phone,Nebraska CD-2,2024-09-24,9/26/24,680,49,DEM,Harris
1424,Siena/NYT,3,Live Phone,Nebraska CD-2,2024-09-24,9/26/24,680,41,REP,Trump
1424,Siena/NYT,3,Live Phone,Nebraska CD-2,2024-09-24,9/26/24,680,52,DEM,Harris
1424,Siena/NYT,3,Live Phone,Nebraska CD-2,2024-09-24,9/26/24,680,43,REP,Trump
1424,Siena/NYT,3,Live Phone,Nebraska CD-2,2024-09-24,9/26/24,680,51,DEM,Harris
1424,Siena/NYT,3,Live Phone,Nebraska CD-2,2024-09-24,9/26/24,680,42,REP,Trump
460,SurveyUSA,2.8,Online Panel,Minnesota,2024-09-23,9/26/24,646,50,DEM,Harris
460,SurveyUSA,2.8,Online Panel,Minnesota,2024-09-23,9/26/24,646,44,REP,Trump
1424,Siena/NYT,3,Live Phone,Michigan,2024-09-21,9/26/24,688,45,DEM,Harris
1424,Siena/NYT,3,Live Phone,Michigan,2024-09-21,9/26/24,688,47,REP,Trump
1424,Siena/NYT,3,Live Phone,Michigan,2024-09-21,9/26/24,688,43,DEM,Harris
1424,Siena/NYT,3,Live Phone,Michigan,2024-09-21,9/26/24,688,46,REP,Trump
1424,Siena/NYT,3,Live Phone,Michigan,2024-09-21,9/26/24,688,48,DEM,Harris
1424,Siena/NYT,3,Live Phone,Michigan,2024-09-21,9/26/24,688,47,REP,Trump
1424,Siena/NYT,3,Live Phone,Michigan,2024-09-21,9/26/24,688,46,DEM,Harris
1424,Siena/NYT,3,Live Phone,Michigan,2024-09-21,9/26/24,688,46,REP,Trump
1424,Siena/NYT,3,Live Phone,Ohio,2024-09-21,9/26/24,687,45,DEM,Harris
1424,Siena/NYT,3,Live Phone,Ohio,2024-09-21,9/26/24,687,49,REP,Trump
1424,Siena/NYT,3,Live Phone,Ohio,2024-09-21,9/26/24,687,44,DEM,Harris
1424,Siena/NYT,3,Live Phone,Ohio,2024-09-21,9/26/24,687,47,REP,Trump
1424,Siena/NYT,3,Live Phone,Ohio,2024-09-21,9/26/24,687,44,DEM,Harris
1424,Siena/NYT,3,Live Phone,Ohio,2024-09-21,9/26/24,687,50,REP,Trump
1424,Siena/NYT,3,Live Phone,Ohio,2024-09-21,9/26/24,687,43,DEM,Harris
1424,Siena/NYT,3,Live Phone,Ohio,2024-09-21,9/26/24,687,49,REP,Trump
1424,Siena/NYT,3,Live Phone,Wisconsin,2024-09-21,9/26/24,680,49,DEM,Harris
1424,Siena/NYT,3,Live Phone,Wisconsin,2024-09-21,9/26/24,680,47,REP,Trump
1424,Siena/NYT,3,Live Phone,Wisconsin,2024-09-21,9/26/24,680,48,DEM,Harris
1424,Siena/NYT,3,Live Phone,Wisconsin,2024-09-21,9/26/24,680,45,REP,Trump
1424,Siena/NYT,3,Live Phone,Wisconsin,2024-09-21,9/26/24,680,49,DEM,Harris
1424,Siena/NYT,3,Live Phone,Wisconsin,2024-09-21,9/26/24,680,47,REP,Trump
1424,Siena/NYT,3,Live Phone,Wisconsin,2024-09-21,9/26/24,680,48,DEM,Harris
1424,Siena/NYT,3,Live Phone,Wisconsin,2024-09-21,9/26/24,680,46,REP,Trump
1075,Marquette Law School,3,Probability Panel,Wisconsin,2024-09-18,9/26/24,882,52,DEM,Harris
1075,Marquette Law School,3,Probability Panel,Wisconsin,2024-09-18,9/26/24,882,48,REP,Trump
1075,Marquette Law School,3,Probability Panel,Wisconsin,2024-09-18,9/26/24,798,52,DEM,Harris
1075,Marquette Law School,3,Probability Panel,Wisconsin,2024-09-18,9/26/24,798,48,REP,Trump
1075,Marquette Law School,3,Probability Panel,Wisconsin,2024-09-18,9/26/24,882,48,DEM,Harris
1075,Marquette Law School,3,Probability Panel,Wisconsin,2024-09-18,9/26/24,882,44,REP,Trump
1075,Marquette Law School,3,Probability Panel,Wisconsin,2024-09-18,9/26/24,798,49,DEM,Harris
1075,Marquette Law School,3,Probability Panel,Wisconsin,2024-09-18,9/26/24,798,44,REP,Trump
1102,Emerson,2.9,Online Panel/Text-to-Web,New York,2024-09-23,9/25/24,1000,55.5,DEM,Harris
1102,Emerson,2.9,Online Panel/Text-to-Web,New York,2024-09-23,9/25/24,1000,41.6,REP,Trump
1866,CNN/SSRS,2.8,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,North Carolina,2024-09-20,9/25/24,931,48,DEM,Harris
1866,CNN/SSRS,2.8,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,North Carolina,2024-09-20,9/25/24,931,48,REP,Trump
1866,CNN/SSRS,2.8,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,Nebraska CD-2,2024-09-20,9/25/24,749,53,DEM,Harris
1866,CNN/SSRS,2.8,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,Nebraska CD-2,2024-09-20,9/25/24,749,42,REP,Trump
1102,Emerson,2.9,Online Panel/Text-to-Web,Texas,2024-09-22,9/24/24,950,46.7,DEM,Harris
1102,Emerson,2.9,Online Panel/Text-to-Web,Texas,2024-09-22,9/24/24,950,52.3,REP,Trump
1102,Emerson,2.9,Online Panel/Text-to-Web,Virginia,2024-09-22,9/24/24,860,52.7,DEM,Harris
1102,Emerson,2.9,Online Panel/Text-to-Web,Virginia,2024-09-22,9/24/24,860,46.2,REP,Trump
568,YouGov,3,Online Panel,,2024-09-21,9/24/24,1424,47,DEM,Harris
568,YouGov,3,Online Panel,,2024-09-21,9/24/24,1424,44,REP,Trump
568,YouGov,3,Online Panel,,2024-09-21,9/24/24,1220,49,DEM,Harris
568,YouGov,3,Online Panel,,2024-09-21,9/24/24,1220,46,REP,Trump
568,YouGov,3,Online Panel,Georgia,2024-09-20,9/24/24,1441,49,DEM,Harris
568,YouGov,3,Online Panel,Georgia,2024-09-20,9/24/24,1441,51,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Arizona,2024-09-20,9/24/24,1021,47,DEM,Harris
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Arizona,2024-09-20,9/24/24,1021,49,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Arizona,2024-09-20,9/24/24,764,47,DEM,Harris
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Arizona,2024-09-20,9/24/24,764,50,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Arizona,2024-09-20,9/24/24,1021,48,DEM,Harris
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Arizona,2024-09-20,9/24/24,1021,50,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Arizona,2024-09-20,9/24/24,764,48,DEM,Harris
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Arizona,2024-09-20,9/24/24,764,51,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Georgia,2024-09-20,9/24/24,1006,49,DEM,Harris
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Georgia,2024-09-20,9/24/24,1006,47,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Georgia,2024-09-20,9/24/24,707,50,DEM,Harris
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Georgia,2024-09-20,9/24/24,707,48,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Georgia,2024-09-20,9/24/24,1006,51,DEM,Harris
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Georgia,2024-09-20,9/24/24,1006,48,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Georgia,2024-09-20,9/24/24,707,51,DEM,Harris
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Georgia,2024-09-20,9/24/24,707,48,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,North Carolina,2024-09-20,9/24/24,787,47,DEM,Harris
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,North Carolina,2024-09-20,9/24/24,787,49,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,North Carolina,2024-09-20,9/24/24,991,48,DEM,Harris
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,North Carolina,2024-09-20,9/24/24,991,47,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,North Carolina,2024-09-20,9/24/24,787,49,DEM,Harris
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,North Carolina,2024-09-20,9/24/24,787,50,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,North Carolina,2024-09-20,9/24/24,991,50,DEM,Harris
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,North Carolina,2024-09-20,9/24/24,991,48,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Pennsylvania,2024-09-20,9/24/24,775,47,DEM,Harris
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Pennsylvania,2024-09-20,9/24/24,775,48,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Pennsylvania,2024-09-20,9/24/24,1021,48,DEM,Harris
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Pennsylvania,2024-09-20,9/24/24,1021,46,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Pennsylvania,2024-09-20,9/24/24,775,49,DEM,Harris
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Pennsylvania,2024-09-20,9/24/24,775,49,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Pennsylvania,2024-09-20,9/24/24,1021,50,DEM,Harris
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Pennsylvania,2024-09-20,9/24/24,1021,48,REP,Trump
1205,Marist,2.9,Live Phone/Online Panel/Text-to-Web,Arizona,2024-09-19,9/24/24,1416,48,DEM,Harris
1205,Marist,2.9,Live Phone/Online Panel/Text-to-Web,Arizona,2024-09-19,9/24/24,1416,50,REP,Trump
1205,Marist,2.9,Live Phone/Online Panel/Text-to-Web,Arizona,2024-09-19,9/24/24,1264,49,DEM,Harris
1205,Marist,2.9,Live Phone/Online Panel/Text-to-Web,Arizona,2024-09-19,9/24/24,1264,50,REP,Trump
1205,Marist,2.9,Live Phone/Online Panel/Text-to-Web,North Carolina,2024-09-19,9/24/24,1507,49,DEM,Harris
1205,Marist,2.9,Live Phone/Online Panel/Text-to-Web,North Carolina,2024-09-19,9/24/24,1507,48,REP,Trump
1205,Marist,2.9,Live Phone/Online Panel/Text-to-Web,North Carolina,2024-09-19,9/24/24,1348,49,DEM,Harris
1205,Marist,2.9,Live Phone/Online Panel/Text-to-Web,North Carolina,2024-09-19,9/24/24,1348,49,REP,Trump
1205,Marist,2.9,Live Phone/Online Panel/Text-to-Web,Georgia,2024-09-19,9/24/24,1420,49,DEM,Harris
1205,Marist,2.9,Live Phone/Online Panel/Text-to-Web,Georgia,2024-09-19,9/24/24,1420,48,REP,Trump
1205,Marist,2.9,Live Phone/Online Panel/Text-to-Web,Georgia,2024-09-19,9/24/24,1220,49,DEM,Harris
1205,Marist,2.9,Live Phone/Online Panel/Text-to-Web,Georgia,2024-09-19,9/24/24,1220,50,REP,Trump
458,Suffolk,2.9,Live Phone,Arizona,2024-09-19,9/24/24,500,42.4,DEM,Harris
458,Suffolk,2.9,Live Phone,Arizona,2024-09-19,9/24/24,500,48.4,REP,Trump
460,SurveyUSA,2.8,IVR/Online Panel/Text-to-Web,Nebraska,2024-09-20,9/23/24,558,40,DEM,Harris
460,SurveyUSA,2.8,IVR/Online Panel/Text-to-Web,Nebraska,2024-09-20,9/23/24,558,56,REP,Trump
320,Monmouth,2.9,,Pennsylvania,2024-09-19,9/23/24,654,47,DEM,Harris
320,Monmouth,2.9,,Pennsylvania,2024-09-19,9/23/24,654,45,REP,Trump
241,Ipsos,2.8,Probability Panel,,2024-09-20,9/22/24,871,46.61,DEM,Harris
241,Ipsos,2.8,Probability Panel,,2024-09-20,9/22/24,871,40.48,REP,Trump
241,Ipsos,2.8,Probability Panel,,2024-09-20,9/22/24,785,50,DEM,Harris
241,Ipsos,2.8,Probability Panel,,2024-09-20,9/22/24,785,44,REP,Trump
241,Ipsos,2.8,Probability Panel,,2024-09-20,9/22/24,1029,42,DEM,Harris
241,Ipsos,2.8,Probability Panel,,2024-09-20,9/22/24,1029,38,REP,Trump
1866,CNN/SSRS,2.8,Probability Panel,,2024-09-19,9/22/24,2074,48,DEM,Harris
1866,CNN/SSRS,2.8,Probability Panel,,2024-09-19,9/22/24,2074,47,REP,Trump
1866,CNN/SSRS,2.8,Probability Panel,,2024-09-19,9/22/24,2074,47,DEM,Harris
1866,CNN/SSRS,2.8,Probability Panel,,2024-09-19,9/22/24,2074,47,REP,Trump
396,Quinnipiac,2.8,Live Phone,,2024-09-19,9/22/24,1728,47,DEM,Harris
396,Quinnipiac,2.8,Live Phone,,2024-09-19,9/22/24,1728,48,REP,Trump
396,Quinnipiac,2.8,Live Phone,,2024-09-19,9/22/24,1728,48,DEM,Harris
396,Quinnipiac,2.8,Live Phone,,2024-09-19,9/22/24,1728,48,REP,Trump
1424,Siena/NYT,3,Live Phone,Arizona,2024-09-17,9/21/24,713,45,DEM,Harris
1424,Siena/NYT,3,Live Phone,Arizona,2024-09-17,9/21/24,713,49,REP,Trump
1424,Siena/NYT,3,Live Phone,Arizona,2024-09-17,9/21/24,713,45,DEM,Harris
1424,Siena/NYT,3,Live Phone,Arizona,2024-09-17,9/21/24,713,50,REP,Trump
1424,Siena/NYT,3,Live Phone,Arizona,2024-09-17,9/21/24,713,42,DEM,Harris
1424,Siena/NYT,3,Live Phone,Arizona,2024-09-17,9/21/24,713,47,REP,Trump
1424,Siena/NYT,3,Live Phone,Arizona,2024-09-17,9/21/24,713,43,DEM,Harris
1424,Siena/NYT,3,Live Phone,Arizona,2024-09-17,9/21/24,713,48,REP,Trump
1424,Siena/NYT,3,Live Phone,Georgia,2024-09-17,9/21/24,682,44,DEM,Harris
1424,Siena/NYT,3,Live Phone,Georgia,2024-09-17,9/21/24,682,48,REP,Trump
1424,Siena/NYT,3,Live Phone,Georgia,2024-09-17,9/21/24,682,45,DEM,Harris
1424,Siena/NYT,3,Live Phone,Georgia,2024-09-17,9/21/24,682,49,REP,Trump
1424,Siena/NYT,3,Live Phone,Georgia,2024-09-17,9/21/24,682,43,DEM,Harris
1424,Siena/NYT,3,Live Phone,Georgia,2024-09-17,9/21/24,682,46,REP,Trump
1424,Siena/NYT,3,Live Phone,Georgia,2024-09-17,9/21/24,682,44,DEM,Harris
1424,Siena/NYT,3,Live Phone,Georgia,2024-09-17,9/21/24,682,47,REP,Trump
1424,Siena/NYT,3,Live Phone,North Carolina,2024-09-17,9/21/24,682,47,DEM,Harris
1424,Siena/NYT,3,Live Phone,North Carolina,2024-09-17,9/21/24,682,48,REP,Trump
1424,Siena/NYT,3,Live Phone,North Carolina,2024-09-17,9/21/24,682,47,DEM,Harris
1424,Siena/NYT,3,Live Phone,North Carolina,2024-09-17,9/21/24,682,49,REP,Trump
1424,Siena/NYT,3,Live Phone,North Carolina,2024-09-17,9/21/24,682,46,DEM,Harris
1424,Siena/NYT,3,Live Phone,North Carolina,2024-09-17,9/21/24,682,46,REP,Trump
1424,Siena/NYT,3,Live Phone,North Carolina,2024-09-17,9/21/24,682,45,DEM,Harris
1424,Siena/NYT,3,Live Phone,North Carolina,2024-09-17,9/21/24,682,47,REP,Trump
568,YouGov,3,Online Panel,,2024-09-18,9/20/24,3129,52,DEM,Harris
568,YouGov,3,Online Panel,,2024-09-18,9/20/24,3129,48,REP,Trump
329,Muhlenberg,2.8,Live Phone,Pennsylvania,2024-09-16,9/19/24,450,48,DEM,Harris
329,Muhlenberg,2.8,Live Phone,Pennsylvania,2024-09-16,9/19/24,450,48,REP,Trump
1847,University of Massachusetts Lowell/YouGov,2.9,Online Panel,Michigan,2024-09-11,9/19/24,650,48,DEM,Harris
1847,University of Massachusetts Lowell/YouGov,2.9,Online Panel,Michigan,2024-09-11,9/19/24,650,43,REP,Trump
1847,University of Massachusetts Lowell/YouGov,2.9,Online Panel,Pennsylvania,2024-09-11,9/19/24,800,48,DEM,Harris
1847,University of Massachusetts Lowell/YouGov,2.9,Online Panel,Pennsylvania,2024-09-11,9/19/24,800,46,REP,Trump
458,Suffolk,2.9,Live Phone,Michigan,2024-09-16,9/18/24,500,47.6,DEM,Harris
458,Suffolk,2.9,Live Phone,Michigan,2024-09-16,9/18/24,500,45.4,REP,Trump
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Arizona,2024-09-15,9/18/24,868,48.7,DEM,Harris
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Arizona,2024-09-15,9/18/24,868,49.8,REP,Trump
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Georgia,2024-09-15,9/18/24,975,48.2,DEM,Harris
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Georgia,2024-09-15,9/18/24,975,50.3,REP,Trump
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Michigan,2024-09-15,9/18/24,875,50,DEM,Harris
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Michigan,2024-09-15,9/18/24,875,49.1,REP,Trump
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Nevada,2024-09-15,9/18/24,895,48.8,DEM,Harris
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Nevada,2024-09-15,9/18/24,895,49,REP,Trump
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Pennsylvania,2024-09-15,9/18/24,880,49.6,DEM,Harris
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Pennsylvania,2024-09-15,9/18/24,880,49.3,REP,Trump
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,North Carolina,2024-09-15,9/18/24,1000,49.7,DEM,Harris
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,North Carolina,2024-09-15,9/18/24,1000,49.3,REP,Trump
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Wisconsin,2024-09-15,9/18/24,1000,48.7,DEM,Harris
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Wisconsin,2024-09-15,9/18/24,1000,50.3,REP,Trump
290,MassINC Polling Group,2.8,Live Phone/Text-to-Web,Pennsylvania,2024-09-12,9/18/24,800,50,DEM,Harris
290,MassINC Polling Group,2.8,Live Phone/Text-to-Web,Pennsylvania,2024-09-12,9/18/24,800,46,REP,Trump
290,MassINC Polling Group,2.8,Live Phone/Text-to-Web,Pennsylvania,2024-09-12,9/18/24,800,52,DEM,Harris
290,MassINC Polling Group,2.8,Live Phone/Text-to-Web,Pennsylvania,2024-09-12,9/18/24,800,47,REP,Trump
290,MassINC Polling Group,2.8,Live Phone/Text-to-Web,Massachusetts,2024-09-12,9/18/24,800,60,DEM,Harris
290,MassINC Polling Group,2.8,Live Phone/Text-to-Web,Massachusetts,2024-09-12,9/18/24,800,32,REP,Trump
290,MassINC Polling Group,2.8,Live Phone/Text-to-Web,Massachusetts,2024-09-12,9/18/24,800,63,DEM,Harris
