pollster_id,pollster,numeric_grade,methodology,state,start_date,end_date,sample_size,pct,party,answer
568,YouGov,3,Online Panel,Pennsylvania,2024-08-15,8/23/24,500,43,DEM,Harris
568,YouGov,3,Online Panel,Pennsylvania,2024-08-15,8/23/24,500,41,REP,Trump
568,YouGov,3,Online Panel,Pennsylvania,2024-08-15,8/23/24,NA,48,DEM,Harris
568,YouGov,3,Online Panel,Pennsylvania,2024-08-15,8/23/24,NA,46,REP,Trump
568,YouGov,3,Online Panel,Wisconsin,2024-08-15,8/23/24,500,48,DEM,Harris
568,YouGov,3,Online Panel,Wisconsin,2024-08-15,8/23/24,500,42,REP,Trump
568,YouGov,3,Online Panel,Wisconsin,2024-08-15,8/23/24,NA,51,DEM,Harris
568,YouGov,3,Online Panel,Wisconsin,2024-08-15,8/23/24,NA,46,REP,Trump
568,YouGov,3,Online Panel,Wisconsin,2024-08-15,8/23/24,500,45,DEM,Harris
568,YouGov,3,Online Panel,Wisconsin,2024-08-15,8/23/24,500,40,REP,Trump
568,YouGov,3,Online Panel,Wisconsin,2024-08-15,8/23/24,NA,49,DEM,Harris
568,YouGov,3,Online Panel,Wisconsin,2024-08-15,8/23/24,NA,45,REP,Trump
568,YouGov,3,Online Panel,Michigan,2024-08-15,8/23/24,500,44,DEM,Harris
568,YouGov,3,Online Panel,Michigan,2024-08-15,8/23/24,500,43.5,REP,Trump
568,YouGov,3,Online Panel,Michigan,2024-08-15,8/23/24,NA,47,DEM,Harris
568,YouGov,3,Online Panel,Michigan,2024-08-15,8/23/24,NA,48,REP,Trump
568,YouGov,3,Online Panel,Michigan,2024-08-15,8/23/24,500,44,DEM,Harris
568,YouGov,3,Online Panel,Michigan,2024-08-15,8/23/24,500,41.5,REP,Trump
568,YouGov,3,Online Panel,Michigan,2024-08-15,8/23/24,NA,47,DEM,Harris
568,YouGov,3,Online Panel,Michigan,2024-08-15,8/23/24,NA,46,REP,Trump
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,New Mexico,2024-08-20,8/22/24,965,53.6,DEM,Harris
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,New Mexico,2024-08-20,8/22/24,965,46.4,REP,Trump
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,New Mexico,2024-08-20,8/22/24,965,51,DEM,Harris
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,New Mexico,2024-08-20,8/22/24,965,40.2,REP,Trump
568,YouGov,3,Online Panel,,2024-08-15,8/22/24,1835,44,DEM,Harris
568,YouGov,3,Online Panel,,2024-08-15,8/22/24,1835,40,REP,Trump
1050,SurveyUSA/High Point University,2.8,Online Panel,North Carolina,2024-08-19,8/21/24,1053,46,DEM,Harris
1050,SurveyUSA/High Point University,2.8,Online Panel,North Carolina,2024-08-19,8/21/24,1053,45,REP,Trump
1050,SurveyUSA/High Point University,2.8,Online Panel,North Carolina,2024-08-19,8/21/24,941,47,DEM,Harris
1050,SurveyUSA/High Point University,2.8,Online Panel,North Carolina,2024-08-19,8/21/24,941,47,REP,Trump
568,YouGov,3,Online Panel,,2024-08-17,8/20/24,1371,46,DEM,Harris
568,YouGov,3,Online Panel,,2024-08-17,8/20/24,1371,43,REP,Trump
568,YouGov,3,Online Panel,,2024-08-14,8/16/24,3253,51,DEM,Harris
568,YouGov,3,Online Panel,,2024-08-14,8/16/24,3253,48,REP,Trump
568,YouGov,3,Online Panel,,2024-08-14,8/16/24,3253,49,DEM,Harris
568,YouGov,3,Online Panel,,2024-08-14,8/16/24,3253,47,REP,Trump
568,YouGov,3,Online Panel,Missouri,2024-08-08,8/16/24,900,41,DEM,Harris
568,YouGov,3,Online Panel,Missouri,2024-08-08,8/16/24,900,54,REP,Trump
1424,Siena/NYT,3,Live Phone,Nevada,2024-08-12,8/15/24,677,46,DEM,Harris
1424,Siena/NYT,3,Live Phone,Nevada,2024-08-12,8/15/24,677,48,REP,Trump
1424,Siena/NYT,3,Live Phone,Nevada,2024-08-12,8/15/24,677,47,DEM,Harris
1424,Siena/NYT,3,Live Phone,Nevada,2024-08-12,8/15/24,677,48,REP,Trump
1424,Siena/NYT,3,Live Phone,Nevada,2024-08-12,8/15/24,677,42,DEM,Harris
1424,Siena/NYT,3,Live Phone,Nevada,2024-08-12,8/15/24,677,45,REP,Trump
1424,Siena/NYT,3,Live Phone,Nevada,2024-08-12,8/15/24,677,44,DEM,Harris
1424,Siena/NYT,3,Live Phone,Nevada,2024-08-12,8/15/24,677,46,REP,Trump
1424,Siena/NYT,3,Live Phone,Arizona,2024-08-08,8/15/24,677,49,DEM,Harris
1424,Siena/NYT,3,Live Phone,Arizona,2024-08-08,8/15/24,677,45,REP,Trump
1424,Siena/NYT,3,Live Phone,Arizona,2024-08-08,8/15/24,677,50,DEM,Harris
1424,Siena/NYT,3,Live Phone,Arizona,2024-08-08,8/15/24,677,45,REP,Trump
1424,Siena/NYT,3,Live Phone,Arizona,2024-08-08,8/15/24,677,45,DEM,Harris
1424,Siena/NYT,3,Live Phone,Arizona,2024-08-08,8/15/24,677,42,REP,Trump
1424,Siena/NYT,3,Live Phone,Arizona,2024-08-08,8/15/24,677,47,DEM,Harris
1424,Siena/NYT,3,Live Phone,Arizona,2024-08-08,8/15/24,677,43,REP,Trump
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Pennsylvania,2024-08-13,8/14/24,1000,49.3,DEM,Harris
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Pennsylvania,2024-08-13,8/14/24,1000,50.7,REP,Trump
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Pennsylvania,2024-08-13,8/14/24,1000,46.8,DEM,Harris
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Pennsylvania,2024-08-13,8/14/24,1000,47.4,REP,Trump
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,,2024-08-12,8/14/24,1000,52.3,DEM,Harris
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,,2024-08-12,8/14/24,1000,47.7,REP,Trump
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,,2024-08-12,8/14/24,1000,48.3,DEM,Harris
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,,2024-08-12,8/14/24,1000,43.5,REP,Trump
1424,Siena/NYT,3,Live Phone,North Carolina,2024-08-09,8/14/24,655,49,DEM,Harris
1424,Siena/NYT,3,Live Phone,North Carolina,2024-08-09,8/14/24,655,46,REP,Trump
1424,Siena/NYT,3,Live Phone,North Carolina,2024-08-09,8/14/24,655,49,DEM,Harris
1424,Siena/NYT,3,Live Phone,North Carolina,2024-08-09,8/14/24,655,47,REP,Trump
1424,Siena/NYT,3,Live Phone,North Carolina,2024-08-09,8/14/24,655,45,DEM,Harris
1424,Siena/NYT,3,Live Phone,North Carolina,2024-08-09,8/14/24,655,42,REP,Trump
1424,Siena/NYT,3,Live Phone,North Carolina,2024-08-09,8/14/24,655,46,DEM,Harris
1424,Siena/NYT,3,Live Phone,North Carolina,2024-08-09,8/14/24,655,44,REP,Trump
1424,Siena/NYT,3,Live Phone,Georgia,2024-08-09,8/14/24,661,44,DEM,Harris
1424,Siena/NYT,3,Live Phone,Georgia,2024-08-09,8/14/24,661,51,REP,Trump
1424,Siena/NYT,3,Live Phone,Georgia,2024-08-09,8/14/24,661,46,DEM,Harris
1424,Siena/NYT,3,Live Phone,Georgia,2024-08-09,8/14/24,661,50,REP,Trump
1424,Siena/NYT,3,Live Phone,Georgia,2024-08-09,8/14/24,661,41,DEM,Harris
1424,Siena/NYT,3,Live Phone,Georgia,2024-08-09,8/14/24,661,47,REP,Trump
1424,Siena/NYT,3,Live Phone,Georgia,2024-08-09,8/14/24,661,44,DEM,Harris
1424,Siena/NYT,3,Live Phone,Georgia,2024-08-09,8/14/24,661,47,REP,Trump
568,YouGov,3,Online Panel,,2024-08-11,8/13/24,1407,46,DEM,Harris
568,YouGov,3,Online Panel,,2024-08-11,8/13/24,1407,44,REP,Trump
241,Ipsos,2.8,Probability Panel,,2024-08-09,8/13/24,2336,50,DEM,Harris
241,Ipsos,2.8,Probability Panel,,2024-08-09,8/13/24,2336,45,REP,Trump
241,Ipsos,2.8,Probability Panel,,2024-08-09,8/13/24,1975,49,DEM,Harris
241,Ipsos,2.8,Probability Panel,,2024-08-09,8/13/24,1975,45,REP,Trump
241,Ipsos,2.8,Probability Panel,,2024-08-09,8/13/24,1505,51,DEM,Harris
241,Ipsos,2.8,Probability Panel,,2024-08-09,8/13/24,1505,45,REP,Trump
241,Ipsos,2.8,Probability Panel,,2024-08-09,8/13/24,2336,47,DEM,Harris
241,Ipsos,2.8,Probability Panel,,2024-08-09,8/13/24,2336,44,REP,Trump
241,Ipsos,2.8,Probability Panel,,2024-08-09,8/13/24,1975,47,DEM,Harris
241,Ipsos,2.8,Probability Panel,,2024-08-09,8/13/24,1975,44,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone,,2024-08-09,8/12/24,1105,45,DEM,Harris
1597,Beacon/Shaw,2.8,Live Phone,,2024-08-09,8/12/24,1105,45,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone,,2024-08-09,8/12/24,1105,49,DEM,Harris
1597,Beacon/Shaw,2.8,Live Phone,,2024-08-09,8/12/24,1105,50,REP,Trump
396,Quinnipiac,2.8,Live Phone,Pennsylvania,2024-08-08,8/12/24,1738,48,DEM,Harris
396,Quinnipiac,2.8,Live Phone,Pennsylvania,2024-08-08,8/12/24,1738,45,REP,Trump
396,Quinnipiac,2.8,Live Phone,Pennsylvania,2024-08-08,8/12/24,1738,50,DEM,Harris
396,Quinnipiac,2.8,Live Phone,Pennsylvania,2024-08-08,8/12/24,1738,47,REP,Trump
458,Suffolk,2.9,Live Phone,Florida,2024-08-07,8/11/24,500,41.8,DEM,Harris
458,Suffolk,2.9,Live Phone,Florida,2024-08-07,8/11/24,500,46.8,REP,Trump
1424,Siena/NYT,3,Live Phone,Pennsylvania,2024-08-06,8/9/24,693,49,DEM,Harris
1424,Siena/NYT,3,Live Phone,Pennsylvania,2024-08-06,8/9/24,693,46,REP,Trump
1424,Siena/NYT,3,Live Phone,Pennsylvania,2024-08-06,8/9/24,693,50,DEM,Harris
1424,Siena/NYT,3,Live Phone,Pennsylvania,2024-08-06,8/9/24,693,46,REP,Trump
1424,Siena/NYT,3,Live Phone,Pennsylvania,2024-08-06,8/9/24,693,45,DEM,Harris
1424,Siena/NYT,3,Live Phone,Pennsylvania,2024-08-06,8/9/24,693,43,REP,Trump
1424,Siena/NYT,3,Live Phone,Pennsylvania,2024-08-06,8/9/24,693,46,DEM,Harris
1424,Siena/NYT,3,Live Phone,Pennsylvania,2024-08-06,8/9/24,693,44,REP,Trump
1492,YouGov Blue,3,Online Panel,North Carolina,2024-08-05,8/9/24,802,46,DEM,Harris
1492,YouGov Blue,3,Online Panel,North Carolina,2024-08-05,8/9/24,802,46,REP,Trump
1424,Siena/NYT,3,Live Phone,Michigan,2024-08-05,8/8/24,619,45,DEM,Harris
1424,Siena/NYT,3,Live Phone,Michigan,2024-08-05,8/8/24,619,48,REP,Trump
1424,Siena/NYT,3,Live Phone,Michigan,2024-08-05,8/8/24,619,50,DEM,Harris
1424,Siena/NYT,3,Live Phone,Michigan,2024-08-05,8/8/24,619,46,REP,Trump
1424,Siena/NYT,3,Live Phone,Michigan,2024-08-05,8/8/24,619,44,DEM,Harris
1424,Siena/NYT,3,Live Phone,Michigan,2024-08-05,8/8/24,619,43,REP,Trump
1424,Siena/NYT,3,Live Phone,Michigan,2024-08-05,8/8/24,619,48,DEM,Harris
1424,Siena/NYT,3,Live Phone,Michigan,2024-08-05,8/8/24,619,43,REP,Trump
1424,Siena/NYT,3,Live Phone,Wisconsin,2024-08-05,8/8/24,661,50,DEM,Harris
1424,Siena/NYT,3,Live Phone,Wisconsin,2024-08-05,8/8/24,661,46,REP,Trump
1424,Siena/NYT,3,Live Phone,Wisconsin,2024-08-05,8/8/24,661,50,DEM,Harris
1424,Siena/NYT,3,Live Phone,Wisconsin,2024-08-05,8/8/24,661,46,REP,Trump
1424,Siena/NYT,3,Live Phone,Wisconsin,2024-08-05,8/8/24,661,49,DEM,Harris
1424,Siena/NYT,3,Live Phone,Wisconsin,2024-08-05,8/8/24,661,42,REP,Trump
1424,Siena/NYT,3,Live Phone,Wisconsin,2024-08-05,8/8/24,661,49,DEM,Harris
1424,Siena/NYT,3,Live Phone,Wisconsin,2024-08-05,8/8/24,661,43,REP,Trump
241,Ipsos,2.8,Probability Panel,,2024-08-02,8/7/24,1342,42,DEM,Harris
241,Ipsos,2.8,Probability Panel,,2024-08-02,8/7/24,1342,37,REP,Trump
241,Ipsos,2.8,Probability Panel,,2024-08-02,8/7/24,1342,49,DEM,Harris
241,Ipsos,2.8,Probability Panel,,2024-08-02,8/7/24,1342,47,REP,Trump
1102,Emerson,2.9,Online Panel/Text-to-Web,Montana,2024-08-05,8/6/24,1000,42.5,DEM,Harris
1102,Emerson,2.9,Online Panel/Text-to-Web,Montana,2024-08-05,8/6/24,1000,57.5,REP,Trump
1102,Emerson,2.9,Online Panel/Text-to-Web,Montana,2024-08-05,8/6/24,1000,39,DEM,Harris
1102,Emerson,2.9,Online Panel/Text-to-Web,Montana,2024-08-05,8/6/24,1000,53.5,REP,Trump
568,YouGov,3,Online Panel,,2024-08-04,8/6/24,1413,45,DEM,Harris
568,YouGov,3,Online Panel,,2024-08-04,8/6/24,1413,43,REP,Trump
460,SurveyUSA,2.8,Online Panel,,2024-08-02,8/5/24,1510,48,DEM,Harris
460,SurveyUSA,2.8,Online Panel,,2024-08-02,8/5/24,1510,45,REP,Trump
1205,Marist,2.9,Live Phone/Online Panel/Text-to-Web,,2024-08-01,8/4/24,1513,51,DEM,Harris
1205,Marist,2.9,Live Phone/Online Panel/Text-to-Web,,2024-08-01,8/4/24,1513,48,REP,Trump
1205,Marist,2.9,Live Phone/Online Panel/Text-to-Web,,2024-08-01,8/4/24,1513,48,DEM,Harris
1205,Marist,2.9,Live Phone/Online Panel/Text-to-Web,,2024-08-01,8/4/24,1513,45,REP,Trump
568,YouGov,3,Online Panel,,2024-07-30,8/2/24,3092,50,DEM,Harris
568,YouGov,3,Online Panel,,2024-07-30,8/2/24,3092,49,REP,Trump
568,YouGov,3,Online Panel,,2024-07-30,8/2/24,3092,49,DEM,Harris
568,YouGov,3,Online Panel,,2024-07-30,8/2/24,3092,47,REP,Trump
1075,Marquette Law School,3,Live Phone/Email,Wisconsin,2024-07-24,8/1/24,877,49,DEM,Harris
1075,Marquette Law School,3,Live Phone/Email,Wisconsin,2024-07-24,8/1/24,877,50,REP,Trump
1075,Marquette Law School,3,Live Phone/Email,Wisconsin,2024-07-24,8/1/24,801,50,DEM,Harris
1075,Marquette Law School,3,Live Phone/Email,Wisconsin,2024-07-24,8/1/24,801,49,REP,Trump
1075,Marquette Law School,3,Live Phone/Email,Wisconsin,2024-07-24,8/1/24,877,45,DEM,Harris
1075,Marquette Law School,3,Live Phone/Email,Wisconsin,2024-07-24,8/1/24,877,43,REP,Trump
1075,Marquette Law School,3,Live Phone/Email,Wisconsin,2024-07-24,8/1/24,801,46,DEM,Harris
1075,Marquette Law School,3,Live Phone/Email,Wisconsin,2024-07-24,8/1/24,801,45,REP,Trump
1075,Marquette Law School,3,Probability Panel,,2024-07-24,8/1/24,879,52,DEM,Harris
1075,Marquette Law School,3,Probability Panel,,2024-07-24,8/1/24,879,48,REP,Trump
1075,Marquette Law School,3,Probability Panel,,2024-07-24,8/1/24,683,53,DEM,Harris
1075,Marquette Law School,3,Probability Panel,,2024-07-24,8/1/24,683,47,REP,Trump
1075,Marquette Law School,3,Probability Panel,,2024-07-24,8/1/24,879,47,DEM,Harris
1075,Marquette Law School,3,Probability Panel,,2024-07-24,8/1/24,879,41,REP,Trump
1075,Marquette Law School,3,Probability Panel,,2024-07-24,8/1/24,683,50,DEM,Harris
1075,Marquette Law School,3,Probability Panel,,2024-07-24,8/1/24,683,42,REP,Trump
568,YouGov,3,Online Panel,,2024-07-27,7/30/24,1434,46,DEM,Harris
568,YouGov,3,Online Panel,,2024-07-27,7/30/24,1434,44,REP,Trump
241,Ipsos,2.8,Probability Panel,,2024-07-26,7/28/24,876,43,DEM,Harris
241,Ipsos,2.8,Probability Panel,,2024-07-26,7/28/24,876,42,REP,Trump
1102,Emerson,2.9,Online Panel/Text-to-Web,New Hampshire,2024-07-26,7/28/24,1000,52.4,DEM,Harris
1102,Emerson,2.9,Online Panel/Text-to-Web,New Hampshire,2024-07-26,7/28/24,1000,47.6,REP,Trump
1102,Emerson,2.9,Online Panel/Text-to-Web,New Hampshire,2024-07-26,7/28/24,1000,47.7,DEM,Harris
1102,Emerson,2.9,Online Panel/Text-to-Web,New Hampshire,2024-07-26,7/28/24,1000,41.4,REP,Trump
509,U. North Florida,2.8,Live Phone/Text-to-Web,Florida,2024-07-24,7/27/24,774,42,DEM,Harris
509,U. North Florida,2.8,Live Phone/Text-to-Web,Florida,2024-07-24,7/27/24,774,49,REP,Trump
241,Ipsos,2.8,Probability Panel,,2024-07-24,7/25/24,1238,38,DEM,Harris
241,Ipsos,2.8,Probability Panel,,2024-07-24,7/25/24,1238,38,REP,Trump
460,SurveyUSA,2.8,Online Panel,Minnesota,2024-07-23,7/25/24,656,50,DEM,Harris
460,SurveyUSA,2.8,Online Panel,Minnesota,2024-07-23,7/25/24,656,40,REP,Trump
1424,Siena/NYT,3,Live Phone,,2024-07-22,7/24/24,1142,46,DEM,Harris
1424,Siena/NYT,3,Live Phone,,2024-07-22,7/24/24,1142,48,REP,Trump
1424,Siena/NYT,3,Live Phone,,2024-07-22,7/24/24,1142,47,DEM,Harris
1424,Siena/NYT,3,Live Phone,,2024-07-22,7/24/24,1142,48,REP,Trump
1424,Siena/NYT,3,Live Phone,,2024-07-22,7/24/24,1142,42,DEM,Harris
1424,Siena/NYT,3,Live Phone,,2024-07-22,7/24/24,1142,42,REP,Trump
1424,Siena/NYT,3,Live Phone,,2024-07-22,7/24/24,1142,44,DEM,Harris
1424,Siena/NYT,3,Live Phone,,2024-07-22,7/24/24,1142,43,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Wisconsin,2024-07-22,7/24/24,1046,46,DEM,Harris
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Wisconsin,2024-07-22,7/24/24,1046,46,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Wisconsin,2024-07-22,7/24/24,1046,49,DEM,Harris
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Wisconsin,2024-07-22,7/24/24,1046,50,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Wisconsin,2024-07-22,7/24/24,1046,50,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Wisconsin,2024-07-22,7/24/24,1046,49,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Pennsylvania,2024-07-22,7/24/24,1034,45,DEM,Harris
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Pennsylvania,2024-07-22,7/24/24,1034,43,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Pennsylvania,2024-07-22,7/24/24,1034,49,DEM,Harris
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Pennsylvania,2024-07-22,7/24/24,1034,49,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Pennsylvania,2024-07-22,7/24/24,1034,49,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Pennsylvania,2024-07-22,7/24/24,1034,44,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Minnesota,2024-07-22,7/24/24,1071,47,DEM,Harris
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Minnesota,2024-07-22,7/24/24,1071,41,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Minnesota,2024-07-22,7/24/24,1071,52,DEM,Harris
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Minnesota,2024-07-22,7/24/24,1071,46,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Minnesota,2024-07-22,7/24/24,1071,46,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Minnesota,2024-07-22,7/24/24,1071,45,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Michigan,2024-07-22,7/24/24,1012,43,DEM,Harris
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Michigan,2024-07-22,7/24/24,1012,45,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Michigan,2024-07-22,7/24/24,1012,49,DEM,Harris
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Michigan,2024-07-22,7/24/24,1012,49,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Michigan,2024-07-22,7/24/24,1012,46,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Michigan,2024-07-22,7/24/24,1012,48,REP,Trump
241,Ipsos,2.8,Probability Panel,,2024-07-22,7/23/24,1241,39,DEM,Harris
241,Ipsos,2.8,Probability Panel,,2024-07-22,7/23/24,1241,39,REP,Trump
241,Ipsos,2.8,Probability Panel,,2024-07-22,7/23/24,1018,44,DEM,Harris
241,Ipsos,2.8,Probability Panel,,2024-07-22,7/23/24,1018,42,REP,Trump
241,Ipsos,2.8,Probability Panel,,2024-07-22,7/23/24,1241,37,DEM,Harris
241,Ipsos,2.8,Probability Panel,,2024-07-22,7/23/24,1241,34,REP,Trump
241,Ipsos,2.8,Probability Panel,,2024-07-22,7/23/24,1018,42,DEM,Harris
241,Ipsos,2.8,Probability Panel,,2024-07-22,7/23/24,1018,38,REP,Trump
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Arizona,2024-07-22,7/23/24,800,47.4,DEM,Harris
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Arizona,2024-07-22,7/23/24,800,52.6,REP,Trump
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Arizona,2024-07-22,7/23/24,800,39.8,DEM,Harris
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Arizona,2024-07-22,7/23/24,800,47.5,REP,Trump
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Georgia,2024-07-22,7/23/24,800,48.9,DEM,Harris
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Georgia,2024-07-22,7/23/24,800,51.1,REP,Trump
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Georgia,2024-07-22,7/23/24,800,43.3,DEM,Harris
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Georgia,2024-07-22,7/23/24,800,45.9,REP,Trump
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Michigan,2024-07-22,7/23/24,800,49.1,DEM,Harris
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Michigan,2024-07-22,7/23/24,800,50.9,REP,Trump
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Michigan,2024-07-22,7/23/24,800,43.8,DEM,Harris
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Michigan,2024-07-22,7/23/24,800,44.1,REP,Trump
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Wisconsin,2024-07-22,7/23/24,845,50.6,DEM,Harris
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Wisconsin,2024-07-22,7/23/24,845,49.4,REP,Trump
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Wisconsin,2024-07-22,7/23/24,845,45.4,DEM,Harris
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Wisconsin,2024-07-22,7/23/24,845,44.9,REP,Trump
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Pennsylvania,2024-07-22,7/23/24,850,48.9,DEM,Harris
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Pennsylvania,2024-07-22,7/23/24,850,51.1,REP,Trump
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Pennsylvania,2024-07-22,7/23/24,850,44.3,DEM,Harris
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Pennsylvania,2024-07-22,7/23/24,850,46.1,REP,Trump
568,YouGov,3,Online Panel,,2024-07-22,7/23/24,1155,44,DEM,Harris
568,YouGov,3,Online Panel,,2024-07-22,7/23/24,1155,46,REP,Trump
568,YouGov,3,Online Panel,,2024-07-21,7/23/24,1435,41,DEM,Harris
568,YouGov,3,Online Panel,,2024-07-21,7/23/24,1435,44,REP,Trump
1205,Marist,2.9,Online Panel,,2024-07-22,7/22/24,1117,45,DEM,Harris
1205,Marist,2.9,Online Panel,,2024-07-22,7/22/24,1117,46,REP,Trump
1205,Marist,2.9,Online Panel,,2024-07-22,7/22/24,1117,42,DEM,Harris
1205,Marist,2.9,Online Panel,,2024-07-22,7/22/24,1117,42,REP,Trump
